"Date","Realized_Volatility"
2008-02-29,0.000754238065989962
2008-03-03,2.84526431124524e-07
2008-03-04,1.1927252289351e-05
2008-03-05,2.72970231011852e-05
2008-03-06,0.000495501301542527
2008-03-07,7.13337032442919e-05
2008-03-10,0.000242869963667387
2008-03-11,0.00132912251838591
2008-03-12,8.16543265896779e-05
2008-03-13,2.61511900123666e-05
2008-03-14,0.000441095529615628
2008-03-17,8.098297440012e-05
2008-03-18,0.00172514762136856
2008-03-19,0.000604520403091047
2008-03-20,0.000559903784620755
2008-03-24,0.000231199402075239
2008-03-25,5.29574112729852e-06
2008-03-26,7.75175498451283e-05
2008-03-27,0.000132863857303829
2008-03-28,6.37116460333249e-05
2008-03-31,3.21617766437761e-05
2008-04-01,0.00124376778775686
2008-04-02,3.74787503368036e-06
2008-04-03,1.6920592608405e-06
2008-04-04,6.3310621908843e-07
2008-04-07,2.43478727926176e-06
2008-04-08,2.61436170208192e-05
2008-04-09,6.60154771214583e-05
2008-04-10,1.99279490075333e-05
2008-04-11,0.000423725651746298
2008-04-14,1.1488864554053e-05
2008-04-15,2.1061942384972e-05
2008-04-16,0.000503448074493542
2008-04-17,3.87780937780699e-07
2008-04-18,0.000323152884254213
2008-04-21,2.41719408398901e-06
2008-04-22,7.83096379942185e-05
2008-04-23,8.38519920106642e-06
2008-04-24,4.12371379275556e-05
2008-04-25,4.19092646434905e-05
2008-04-28,1.10702991509623e-06
2008-04-29,1.51809452823554e-05
2008-04-30,1.48511455688277e-05
2008-05-01,0.000288845946252405
2008-05-02,1.04353254668081e-05
2008-05-05,2.06469509673325e-05
2008-05-06,5.81071675933668e-05
2008-05-07,0.00033415301628275
2008-05-08,1.34163626303428e-05
2008-05-09,4.55377398156475e-05
2008-05-12,0.000120132391293624
2008-05-13,1.4802898581543e-07
2008-05-14,1.59806720855203e-05
2008-05-15,0.000110856496931377
2008-05-16,1.56154290197208e-06
2008-05-19,8.05762263039295e-07
2008-05-20,8.68038157023237e-05
2008-05-21,0.00026191494664512
2008-05-22,6.83278344727467e-06
2008-05-23,0.000176848352031165
2008-05-27,4.65518622319674e-05
2008-05-28,1.56424910328253e-05
2008-05-29,2.83104538420881e-05
2008-05-30,2.29528067460603e-06
2008-06-02,0.000111509860836251
2008-06-03,3.36938703102402e-05
2008-06-04,1.06765387637399e-07
2008-06-05,0.000372819533660889
2008-06-06,0.00098447458745354
2008-06-09,6.29441755860031e-07
2008-06-10,5.95871778916326e-06
2008-06-11,0.000290316650923434
2008-06-12,1.0721251956929e-05
2008-06-13,0.000223030006541418
2008-06-16,6.53939512610202e-09
2008-06-17,4.61633614208781e-05
2008-06-18,9.52437704122525e-05
2008-06-19,1.40272877688199e-05
2008-06-20,0.000350323463927342
2008-06-23,2.8165767155673e-09
2008-06-24,7.94569260680998e-06
2008-06-25,3.39469432014454e-05
2008-06-26,0.000888338907859038
2008-06-27,1.38708286501267e-05
2008-06-30,1.60382660753543e-06
2008-07-01,1.46583743919877e-05
2008-07-02,0.000337506316637631
2008-07-03,1.19535825287254e-06
2008-07-07,7.09097101219776e-05
2008-07-08,0.000286832147999187
2008-07-09,0.000530821160251879
2008-07-10,4.8517303009931e-05
2008-07-11,0.00012436476994379
2008-07-14,8.22441763016384e-05
2008-07-15,0.000120145958896264
2008-07-16,0.000612790462503167
2008-07-17,0.000142587036148583
2008-07-18,8.16165909200634e-08
2008-07-21,2.91146110385748e-07
2008-07-22,0.000179609746577076
2008-07-23,1.64505738165793e-05
2008-07-24,0.000547372206104445
2008-07-25,1.7296017072215e-05
2008-07-28,0.000352375005800185
2008-07-29,0.000533029460689063
2008-07-30,0.000273390989199539
2008-07-31,0.000175056801794235
2008-08-01,3.12929742574674e-05
2008-08-04,8.11174674456643e-05
2008-08-05,0.000801687536093193
2008-08-06,1.12140338554019e-05
2008-08-07,0.000327483192866988
2008-08-08,0.000557520290126328
2008-08-11,4.78689728306379e-05
2008-08-12,0.000146988185035025
2008-08-13,8.52594354521014e-06
2008-08-14,3.03227773415676e-05
2008-08-15,1.6545774921054e-05
2008-08-18,0.000231433596656564
2008-08-19,8.75825997216495e-05
2008-08-20,3.81702436727464e-05
2008-08-21,6.20935052929562e-06
2008-08-22,0.000126988956092986
2008-08-25,0.000392855016052081
2008-08-26,1.35394151615849e-05
2008-08-27,6.32177828533755e-05
2008-08-28,0.000217005500017459
2008-08-29,0.000190956615581806
2008-09-02,1.68174759701164e-05
2008-09-03,4.14998889421096e-06
2008-09-04,0.00092287499654498
2008-09-05,1.9545044571643e-05
2008-09-08,0.000412198044215485
2008-09-09,0.00120648451896155
2008-09-10,3.75841566986044e-05
2008-09-11,0.000188017233780967
2008-09-12,4.49137688983918e-06
2008-09-15,0.00233124660951816
2008-09-16,0.000301769890268496
2008-09-17,0.00233173409932102
2008-09-18,0.00180020360549387
2008-09-19,0.00155767392443827
2008-09-22,0.00151997092520057
2008-09-23,0.000248255056917364
2008-09-24,3.91915672328286e-06
2008-09-25,0.000378917760360918
2008-09-26,1.1402248557195e-05
2008-09-29,0.0084989209368361
2008-09-30,0.00278342323595656
2008-10-01,2.07420505418318e-05
2008-10-02,0.00169126140710368
2008-10-03,0.000184920991608743
2008-10-06,0.00154286102867923
2008-10-07,0.00349373097841066
2008-10-08,0.00012990088462583
2008-10-09,0.00627645220784376
2008-10-10,0.00013992468437869
2008-10-13,0.0120060160827139
2008-10-14,2.84766293324348e-05
2008-10-15,0.00896716667684086
2008-10-16,0.00173295884533075
2008-10-17,3.88403907879212e-05
2008-10-20,0.00216996445989757
2008-10-21,0.000978688188996883
2008-10-22,0.00396309024218503
2008-10-23,0.000157625459918935
2008-10-24,0.00123346904390138
2008-10-27,0.00104198479855195
2008-10-28,0.0104975103054567
2008-10-29,0.000124119812738037
2008-10-30,0.000649059707266487
2008-10-31,0.000232518152021724
2008-11-03,6.41228142777898e-06
2008-11-04,0.00160115848621693
2008-11-05,0.00292846124918691
2008-11-06,0.00265958952340961
2008-11-07,0.000809185268789833
2008-11-10,0.000162152112097654
2008-11-11,0.000496719295114763
2008-11-12,0.002839703233781
2008-11-13,0.00447863315800395
2008-11-14,0.00181420544326991
2008-11-17,0.000683788505087716
2008-11-18,9.58497877893227e-05
2008-11-19,0.00398230362341278
2008-11-20,0.00482772684196504
2008-11-21,0.00376112372076972
2008-11-24,0.00393307474666146
2008-11-25,4.26332421422487e-05
2008-11-26,0.00120536739732566
2008-11-28,9.21007567649883e-05
2008-12-01,0.00874908088017517
2008-12-02,0.00153379257605813
2008-12-03,0.000650660508679513
2008-12-04,0.000884854248795189
2008-12-05,0.00128515732133469
2008-12-08,0.00141894478163425
2008-12-09,0.000547042723716657
2008-12-10,0.000139807153490346
2008-12-11,0.00083745197478626
2008-12-12,4.90536519054976e-05
2008-12-15,0.000162991958755598
2008-12-16,0.00250848877257722
2008-12-17,9.29135985898727e-05
2008-12-18,0.000457524533491824
2008-12-19,8.6000957312681e-06
2008-12-22,0.000341199145279235
2008-12-23,9.53549317422596e-05
2008-12-24,3.3229418258966e-05
2008-12-26,2.85356992497466e-05
2008-12-29,1.50553120348232e-05
2008-12-30,0.000581485905735762
2008-12-31,0.000197656835171008
2009-01-02,0.000968380725078988
2009-01-05,2.18957403758006e-05
2009-01-06,6.06332795508461e-05
2009-01-07,0.000928367287015688
2009-01-08,1.1501022122632e-05
2009-01-09,0.000463679317796999
2009-01-12,0.000520870506068269
2009-01-13,3.08534570321919e-06
2009-01-14,0.00115820863927556
2009-01-15,1.76437867692601e-06
2009-01-16,5.67480710456249e-05
2009-01-20,0.00294436623104576
2009-01-21,0.00181238012824682
2009-01-22,0.000233430925646795
2009-01-23,2.8764453599091e-05
2009-01-26,3.06677843375751e-05
2009-01-27,0.000118077117551963
2009-01-28,0.00108945139982187
2009-01-29,0.00113441410360824
2009-01-30,0.000531432556550316
2009-02-02,2.83993041337436e-07
2009-02-03,0.000246802165881158
2009-02-04,5.65157747962987e-05
2009-02-05,0.00026351641214781
2009-02-06,0.000704407797595914
2009-02-09,2.20252823123557e-06
2009-02-10,0.00253700286661075
2009-02-11,6.27814913095883e-05
2009-02-12,3.01944614291147e-06
2009-02-13,0.000100962472587718
2009-02-17,0.00217431025328665
2009-02-18,9.04053876937271e-07
2009-02-19,0.000146334914572821
2009-02-20,0.000131758080354356
2009-02-23,0.00124717164943539
2009-02-24,0.001546066270799
2009-02-25,0.000114811770135249
2009-02-26,0.000252990555921865
2009-02-27,0.000568654807284028
2009-03-02,0.0022792879415198
2009-03-03,4.13111884478796e-05
2009-03-04,0.000551092447778907
2009-03-05,0.00188905863688525
2009-03-06,1.47698908109185e-06
2009-03-09,0.000101490414945506
2009-03-10,0.0038091895753146
2009-03-11,5.96742200399989e-06
2009-03-12,0.00159369221865259
2009-03-13,5.94323044246513e-05
2009-03-16,1.24053332459755e-05
2009-03-17,0.00100072637113906
2009-03-18,0.0004261496240552
2009-03-19,0.000170671440380369
2009-03-20,0.000398698218920595
2009-03-23,0.00467396292034806
2009-03-24,0.000425446772087276
2009-03-25,9.17827659249218e-05
2009-03-26,0.000531422470027812
2009-03-27,0.000421264023770889
2009-03-30,0.00125594564502168
2009-03-31,0.000170150328667276
2009-04-01,0.000269650659110987
2009-04-02,0.000802148483403276
2009-04-03,9.37938459209925e-05
2009-04-06,7.00113012455014e-05
2009-04-07,0.000582916768119945
2009-04-08,0.00013723084774101
2009-04-09,0.0013948051778333
2009-04-13,6.40173925900407e-06
2009-04-14,0.000410812790497497
2009-04-15,0.000155524104762733
2009-04-16,0.000237755105016807
2009-04-17,2.45723866048526e-05
2009-04-20,0.00191250611640963
2009-04-21,0.000442235000510291
2009-04-22,5.94644596198703e-05
2009-04-23,9.74848779732304e-05
2009-04-24,0.000277483434248917
2009-04-27,0.000102365576800856
2009-04-28,7.53116953608252e-06
2009-04-29,0.000457098145394933
2009-04-30,9.03486789004937e-07
2009-05-01,2.89646358413175e-05
2009-05-04,0.0011093724754121
2009-05-05,1.44318651734524e-05
2009-05-06,0.000297721853693932
2009-05-07,0.000176633110356432
2009-05-08,0.000565674012379211
2009-05-11,0.000472940281714754
2009-05-12,9.59097009860518e-07
2009-05-13,0.000743281994446755
2009-05-14,0.00010605770150975
2009-05-15,0.000131691160406549
2009-05-18,0.000896199719986468
2009-05-19,3.02184688480637e-06
2009-05-20,2.6467657067137e-05
2009-05-21,0.000285595061620704
2009-05-22,2.24500030503889e-06
2009-05-26,0.000674036223473657
2009-05-27,0.000366853680587376
2009-05-28,0.000234128409671948
2009-05-29,0.000181803313010604
2009-06-01,0.000649737238058524
2009-06-02,3.92569620750282e-06
2009-06-03,0.000191392442607564
2009-06-04,0.00013037575121497
2009-06-05,6.33960633399031e-06
2009-06-08,1.02225335317375e-06
2009-06-09,1.22294269732161e-05
2009-06-10,1.21549945822428e-05
2009-06-11,3.71282713712803e-05
2009-06-12,1.94887420866432e-06
2009-06-15,0.000578671470560128
2009-06-16,0.000163888669927787
2009-06-17,1.91137113620411e-06
2009-06-18,7.01542769960037e-05
2009-06-19,9.66810856044831e-06
2009-06-22,0.000965864729479429
2009-06-23,5.30873165047013e-06
2009-06-24,4.22922452711061e-05
2009-06-25,0.000450185870722741
2009-06-26,2.18720539751292e-06
2009-06-29,8.14379334792095e-05
2009-06-30,7.33995140063206e-05
2009-07-01,1.89437742019546e-05
2009-07-02,0.000874839439663707
2009-07-06,6.56621203575348e-06
2009-07-07,0.000395205866074368
2009-07-08,2.78867010564074e-06
2009-07-09,1.25382990162417e-05
2009-07-10,1.62404009099678e-05
2009-07-13,0.000606535860973731
2009-07-14,2.81110262358815e-05
2009-07-15,0.000852606997025256
2009-07-16,7.40397381777011e-05
2009-07-17,1.46486182192758e-07
2009-07-20,0.000129201924876258
2009-07-21,1.31095736529189e-05
2009-07-22,2.85604069711407e-07
2009-07-23,0.000530040075043337
2009-07-24,9.22667017101136e-06
2009-07-27,8.8648460074449e-06
2009-07-28,6.81130192374076e-06
2009-07-29,2.09160426871973e-05
2009-07-30,0.000139839711197513
2009-07-31,5.46873684998392e-07
2009-08-03,0.000231819133710167
2009-08-04,9.04547984392988e-06
2009-08-05,8.51381720992746e-06
2009-08-06,3.18156086228582e-05
2009-08-07,0.000178214504300808
2009-08-10,1.12262303666404e-05
2009-08-11,0.000162331440203633
2009-08-12,0.000131313970364307
2009-08-13,4.70109175199451e-05
2009-08-14,7.34097668131588e-05
2009-08-17,0.000603191676912925
2009-08-18,0.00010189960444027
2009-08-19,4.67511798882649e-05
2009-08-20,0.000118575286089995
2009-08-21,0.000340457104057608
2009-08-24,2.98056946455048e-07
2009-08-25,5.60109762917009e-06
2009-08-26,1.36235480476331e-08
2009-08-27,7.71672991890694e-06
2009-08-28,3.96132486956038e-06
2009-08-31,6.57591009673365e-05
2009-09-01,0.000500516510370404
2009-09-02,1.09024402327156e-05
2009-09-03,7.22259036754567e-05
2009-09-04,0.000169839376068909
2009-09-08,7.75464431572346e-05
2009-09-09,6.0097519997558e-05
2009-09-10,0.000107501495102501
2009-09-11,1.8261170620866e-06
2009-09-14,3.99311184225486e-05
2009-09-15,9.79963262195898e-06
2009-09-16,0.000231262218506023
2009-09-17,9.39011225438668e-06
2009-09-18,6.93725850329114e-06
2009-09-21,1.16493485960918e-05
2009-09-22,4.29463777193551e-05
2009-09-23,0.000102405463286179
2009-09-24,9.13276133417025e-05
2009-09-25,3.73242897244811e-05
2009-09-28,0.000311623238442462
2009-09-29,4.98211703419859e-06
2009-09-30,1.11145700594606e-05
2009-10-01,0.000681064447725036
2009-10-02,2.03915944410138e-05
2009-10-05,0.00021801863065447
2009-10-06,0.000185297857624607
2009-10-07,7.33292041583675e-06
2009-10-08,5.53855352499867e-05
2009-10-09,3.16384936510859e-05
2009-10-12,1.91561818847062e-05
2009-10-13,7.79249810385358e-06
2009-10-14,0.000302542297576718
2009-10-15,1.72129589478361e-05
2009-10-16,6.61135426425105e-05
2009-10-19,8.76351872316784e-05
2009-10-20,3.91706896462403e-05
2009-10-21,7.90896095057165e-05
2009-10-22,0.000112092495807196
2009-10-23,0.000150143737137609
2009-10-26,0.000138921922796106
2009-10-27,1.10443701917452e-05
2009-10-28,0.000389445996529492
2009-10-29,0.000495958437850383
2009-10-30,0.000810314750965041
2009-11-02,4.1417631995099e-05
2009-11-03,5.87124066641778e-06
2009-11-04,1.08592497726305e-06
2009-11-05,0.000363012511441437
2009-11-06,6.25062161333793e-06
2009-11-09,0.000483783760430129
2009-11-10,4.09499415901704e-09
2009-11-11,2.51939526811639e-05
2009-11-12,0.000106344749363348
2009-11-13,3.27514385497829e-05
2009-11-16,0.000206323822860365
2009-11-17,8.44531429823244e-07
2009-11-18,2.19352457124245e-07
2009-11-19,0.000182704036646936
2009-11-20,1.0369058218385e-05
2009-11-23,0.000182896248103302
2009-11-24,2.8456839135244e-07
2009-11-25,2.01960978396088e-05
2009-11-27,0.000302193024575156
2009-11-30,1.43324211854201e-05
2009-12-01,0.000144069670546681
2009-12-02,1.17402168804676e-07
2009-12-03,7.11930514375797e-05
2009-12-04,3.0187467147668e-05
2009-12-07,6.10798071168643e-06
2009-12-08,0.000106182556810722
2009-12-09,1.34369561690536e-05
2009-12-10,3.39040684264614e-05
2009-12-11,1.35153877761676e-05
2009-12-14,4.80983334818341e-05
2009-12-15,3.09403920701149e-05
2009-12-16,1.27146844287069e-06
2009-12-17,0.000141156106498192
2009-12-18,3.37904114295823e-05
2009-12-21,0.000109181122859011
2009-12-22,1.2653767880276e-05
2009-12-23,5.27171099438332e-06
2009-12-24,2.7482836099595e-05
2009-12-28,1.33036681238453e-06
2009-12-29,1.965699585622e-06
2009-12-30,3.81852546133701e-08
2009-12-31,0.000102018804642017
2010-01-04,0.000253321671550719
2010-01-05,9.67727552541414e-06
2010-01-06,2.97430496028074e-07
2010-01-07,1.59457928279475e-05
2010-01-08,8.28048435408017e-06
2010-01-11,3.04583343741216e-06
2010-01-12,8.88390405734127e-05
2010-01-13,6.87482481280226e-05
2010-01-14,5.87328643477892e-06
2010-01-15,0.000118420672835456
2010-01-19,0.000154309840627884
2010-01-20,0.000113515953861922
2010-01-21,0.000365829018438337
2010-01-22,0.000501302231884843
2010-01-25,2.10456980720657e-05
2010-01-26,1.77414313130922e-05
2010-01-27,2.37001780888192e-05
2010-01-28,0.000141327528718783
2010-01-29,9.75709140718368e-05
2010-02-01,0.000200655881222011
2010-02-02,0.000166139737307301
2010-02-03,3.0132967622276e-05
2010-02-04,0.0010008273880041
2010-02-05,8.36904607259234e-06
2010-02-08,7.92599030440323e-05
2010-02-09,0.000167853836062206
2010-02-10,4.99553534801343e-06
2010-02-11,9.28116888465766e-05
2010-02-12,7.55351632924027e-06
2010-02-16,0.000318288918600918
2010-02-17,1.78844798789975e-05
2010-02-18,4.30750394386792e-05
2010-02-19,4.77088193932642e-06
2010-02-22,1.09496368545952e-06
2010-02-23,0.000148270682121433
2010-02-24,9.35769833319207e-05
2010-02-25,4.33975787473053e-06
2010-02-26,1.972318453758e-06
2010-03-01,0.000102156652626993
2010-03-02,5.41833162179792e-06
2010-03-03,1.84134981356479e-07
2010-03-04,1.39066050658042e-05
2010-03-05,0.0001934959676206
2010-03-08,3.08393751110942e-08
2010-03-09,2.92845194002958e-06
2010-03-10,2.03794002011915e-05
2010-03-11,1.62681083528498e-05
2010-03-12,4.7249530002284e-08
2010-03-15,2.04387740165152e-07
2010-03-16,6.00472332092375e-05
2010-03-17,3.36956488529526e-05
2010-03-18,1.06210240776714e-07
2010-03-19,2.60041501354074e-05
2010-03-22,2.58303740130184e-05
2010-03-23,5.10564236875158e-05
2010-03-24,3.0342998126971e-05
2010-03-25,2.9091432798953e-06
2010-03-26,5.4383341102169e-07
2010-03-29,3.21165473306606e-05
2010-03-30,1.81974445958336e-09
2010-03-31,1.07468726957407e-05
2010-04-01,5.4559702775726e-05
2010-04-05,6.23583358973311e-05
2010-04-06,2.83208130909601e-06
2010-04-07,3.47397424999309e-05
2010-04-08,1.13478798357296e-05
2010-04-09,4.43778244970122e-05
2010-04-12,3.11540452829104e-06
2010-04-13,4.694525021457e-07
2010-04-14,0.000122951796235415
2010-04-15,7.09273874994519e-07
2010-04-16,0.000264321992321786
2010-04-19,2.03503907718455e-05
2010-04-20,6.44174101735617e-05
2010-04-21,1.03941376266645e-06
2010-04-22,5.11357105086586e-06
2010-04-23,5.03854041026206e-05
2010-04-26,1.85390899934678e-05
2010-04-27,0.000559778573385633
2010-04-28,4.14988277462151e-05
2010-04-29,0.000165384236867269
2010-04-30,0.000281830569292198
2010-05-03,0.000169917936872826
2010-05-04,0.000582121777785241
2010-05-05,4.36701813559375e-05
2010-05-06,0.00108164952799152
2010-05-07,0.000237981412390908
2010-05-10,0.00185198576090065
2010-05-11,1.15809257068448e-05
2010-05-12,0.000186213108630651
2010-05-13,0.000149316177542772
2010-05-14,0.000360201734524145
2010-05-17,1.22933459209932e-06
2010-05-18,0.000204422274659377
2010-05-19,2.64552719139501e-05
2010-05-20,0.00158052330269415
2010-05-21,0.000222386610636211
2010-05-24,0.000168793267676848
2010-05-25,1.25227349057905e-07
2010-05-26,3.22292224939137e-05
2010-05-27,0.00104634857865999
2010-05-28,0.000155049622981576
2010-06-01,0.000299786831049045
2010-06-02,0.000650986041695787
2010-06-03,1.63474014149732e-05
2010-06-04,0.00122622125051467
2010-06-07,0.00018562607830073
2010-06-08,0.00011916489926494
2010-06-09,3.55144095272255e-05
2010-06-10,0.000845637423968668
2010-06-11,1.90979116038734e-05
2010-06-14,3.26269776790116e-06
2010-06-15,0.000539282211799794
2010-06-16,3.09235369738269e-07
2010-06-17,1.64400045749268e-06
2010-06-18,1.73255128218244e-06
2010-06-21,1.49327985953569e-05
2010-06-22,0.000262479694319295
2010-06-23,8.93973678488016e-06
2010-06-24,0.000287176514462414
2010-06-25,8.15263490860969e-06
2010-06-28,4.14533513467725e-06
2010-06-29,0.000992768579297695
2010-06-30,0.000103316124576051
2010-07-01,1.05346548858044e-05
2010-07-02,2.18394688895523e-05
2010-07-06,2.85660948120608e-05
2010-07-07,0.000951723919610408
2010-07-08,8.77716956032235e-05
2010-07-09,5.15245994377987e-05
2010-07-12,5.36752000571428e-07
2010-07-13,0.000232923233212055
2010-07-14,2.4069556725533e-08
2010-07-15,1.42895380080461e-06
2010-07-16,0.000855147767766225
2010-07-19,3.55701260494162e-05
2010-07-20,0.000128865047148645
2010-07-21,0.000166479656510729
2010-07-22,0.000495671795454424
2010-07-23,6.70174754346478e-05
2010-07-26,0.000124053010582205
2010-07-27,1.10230745419907e-06
2010-07-28,4.82473694120527e-05
2010-07-29,1.73663244511785e-05
2010-07-30,4.03189392513305e-09
2010-08-02,0.000474522126159921
2010-08-03,2.31158508821335e-05
2010-08-04,3.63956176871676e-05
2010-08-05,1.61119825087556e-06
2010-08-06,1.37708943409298e-05
2010-08-09,2.98999766141745e-05
2010-08-10,3.58235958783143e-05
2010-08-11,0.000817011098444305
2010-08-12,2.90873224621391e-05
2010-08-13,1.62545299987514e-05
2010-08-16,1.45085129522646e-08
2010-08-17,0.000146857790217971
2010-08-18,2.1953770624132e-06
2010-08-19,0.000291741289061577
2010-08-20,1.34670938547819e-05
2010-08-23,1.6390277713582e-05
2010-08-24,0.000213708388421557
2010-08-25,1.07842927377382e-05
2010-08-26,5.95129946277059e-05
2010-08-27,0.000270625872772685
2010-08-30,0.00021988770754313
2010-08-31,1.52660624675312e-07
2010-09-01,0.000845514753377336
2010-09-02,8.17189420217739e-05
2010-09-03,0.000172459766738653
2010-09-07,0.000133113708099703
2010-09-08,4.11914876287722e-05
2010-09-09,2.32386862739093e-05
2010-09-10,2.35374892818468e-05
2010-09-13,0.00012252556375644
2010-09-14,5.08902363442554e-07
2010-09-15,1.24954034955421e-05
2010-09-16,1.32794688802151e-07
2010-09-17,6.83125582182594e-07
2010-09-20,0.000227867716468623
2010-09-21,6.59109665978952e-06
2010-09-22,2.33982406433831e-05
2010-09-23,6.99939747133274e-05
2010-09-24,0.000439863186575497
2010-09-27,3.23027767718673e-05
2010-09-28,2.34126377166428e-05
2010-09-29,6.71386597319856e-06
2010-09-30,9.53875013595086e-06
2010-10-01,1.94191314497011e-05
2010-10-04,6.50827252585877e-05
2010-10-05,0.000426287150287835
2010-10-06,4.5189379080814e-07
2010-10-07,2.71549393307123e-06
2010-10-08,3.72540937446724e-05
2010-10-11,2.1265301951642e-08
2010-10-12,1.45274077220797e-05
2010-10-13,5.03501727356329e-05
2010-10-14,1.33081388184403e-05
2010-10-15,4.10237832414354e-06
2010-10-18,5.2094250528486e-05
2010-10-19,0.000256148630496761
2010-10-20,0.000109601690772024
2010-10-21,3.14117827425748e-06
2010-10-22,5.69494688573953e-06
2010-10-25,4.59961003892523e-06
2010-10-26,2.85108027722837e-10
2010-10-27,7.25876558004745e-06
2010-10-28,1.2638643954204e-06
2010-10-29,1.93058135625851e-07
2010-11-01,8.95078184390155e-07
2010-11-02,5.97426360009753e-05
2010-11-03,1.34784910034485e-05
2010-11-04,0.000364783428933031
2010-11-05,1.53278439960264e-05
2010-11-08,4.50801995189199e-06
2010-11-09,6.5365519733611e-05
2010-11-10,1.90666155028683e-05
2010-11-11,1.80722753945347e-05
2010-11-12,0.000141105087497493
2010-11-15,1.48395595727122e-06
2010-11-16,0.000266935387707129
2010-11-17,4.50035391242153e-08
2010-11-18,0.000232275386750905
2010-11-19,6.43713982411108e-06
2010-11-22,2.48569557645422e-06
2010-11-23,0.000206986677987483
2010-11-24,0.000219416541035482
2010-11-26,5.61988829818971e-05
2010-11-29,1.90387636805363e-06
2010-11-30,3.70724577814531e-05
2010-12-01,0.000457387611825798
2010-12-02,0.000162233720501688
2010-12-03,6.75924090633904e-06
2010-12-06,1.6876143111153e-06
2010-12-07,2.65171014739137e-07
2010-12-08,1.36524763173362e-05
2010-12-09,1.47101671060846e-05
2010-12-10,3.58047105002714e-05
2010-12-13,2.3347403010266e-09
2010-12-14,8.29086159539982e-07
2010-12-15,2.63745621282024e-05
2010-12-16,3.80201196271951e-05
2010-12-17,6.99656063475008e-07
2010-12-20,6.47759234658705e-06
2010-12-21,3.61440700498719e-05
2010-12-22,1.13829152774321e-05
2010-12-23,2.70826851313999e-06
2010-12-27,3.75168040486076e-07
2010-12-28,5.94482010416285e-07
2010-12-29,1.01734761064619e-06
2010-12-30,2.27816065573453e-06
2010-12-31,3.64075603227695e-08
2011-01-03,0.00012659161999945
2011-01-04,1.72639799280215e-06
2011-01-05,2.49467890872698e-05
2011-01-06,4.51653612116298e-06
2011-01-07,3.40950969542197e-06
2011-01-10,1.89688692370245e-06
2011-01-11,1.38250577800585e-05
2011-01-12,8.04116406930044e-05
2011-01-13,2.93166733195537e-06
2011-01-14,5.41314870185789e-05
2011-01-18,1.89190194754704e-06
2011-01-19,0.00010337126027019
2011-01-20,1.67909350337849e-06
2011-01-21,5.81117365907453e-06
2011-01-24,3.38644297995946e-05
2011-01-25,6.93941919136141e-08
2011-01-26,1.77411474273787e-05
2011-01-27,5.02562716028196e-06
2011-01-28,0.000324497185860319
2011-01-31,5.82680311978166e-05
2011-02-01,0.000274094243377703
2011-02-02,7.43233142706605e-06
2011-02-03,5.5292338150504e-06
2011-02-04,8.29503973378967e-06
2011-02-07,3.86981329957162e-05
2011-02-08,1.74391461794283e-05
2011-02-09,7.78216429448295e-06
2011-02-10,5.61318931864927e-07
2011-02-11,3.01649364051041e-05
2011-02-14,5.67432725150854e-06
2011-02-15,1.04986024253612e-05
2011-02-16,3.89118792106205e-05
2011-02-17,9.43086214814494e-06
2011-02-18,3.69743950510586e-06
2011-02-22,0.000430239064962128
2011-02-23,3.75856665400758e-05
2011-02-24,9.89770219267302e-07
2011-02-25,0.000110150234051752
2011-02-28,3.07545661215081e-05
2011-03-01,0.000251693839649392
2011-03-02,2.60466639779769e-06
2011-03-03,0.000291468022462381
2011-03-04,5.48397979324865e-05
2011-03-07,7.0160982019367e-05
2011-03-08,7.89105587712019e-05
2011-03-09,1.85676431310957e-06
2011-03-10,0.000362951287787818
2011-03-11,4.97809907603653e-05
2011-03-14,3.68169463592417e-05
2011-03-15,0.000126867432334657
2011-03-16,0.000387596945506858
2011-03-17,0.000177136567630908
2011-03-18,1.84980812927093e-05
2011-03-21,0.000221255746033193
2011-03-22,1.26514333292922e-05
2011-03-23,8.46660001091768e-06
2011-03-24,8.64415246940207e-05
2011-03-25,9.96128914861825e-06
2011-03-28,7.57140436619295e-06
2011-03-29,4.94945963321455e-05
2011-03-30,4.43884082459806e-05
2011-03-31,3.35320958978553e-06
2011-04-01,2.45095586584049e-05
2011-04-04,1.19128647341999e-07
2011-04-05,3.24257298170724e-08
2011-04-06,4.7580555471289e-06
2011-04-07,2.31393595751438e-06
2011-04-08,1.61000198331069e-05
2011-04-11,7.82482178521567e-06
2011-04-12,6.09507392986535e-05
2011-04-13,3.61826936198747e-08
2011-04-14,7.00118613434876e-09
2011-04-15,1.53485991506865e-05
2011-04-18,0.000122744190669836
2011-04-19,3.2659055828837e-05
2011-04-20,0.000180215458622601
2011-04-21,2.76982058757482e-05
2011-04-25,2.54064328935964e-06
2011-04-26,7.99147995309212e-05
2011-04-27,3.88178567441118e-05
2011-04-28,1.25962419242779e-05
2011-04-29,5.28089473471726e-06
2011-05-02,3.07738993658678e-06
2011-05-03,1.14584035327219e-05
2011-05-04,4.73194612978202e-05
2011-05-05,8.30142785137832e-05
2011-05-06,1.45362466140078e-05
2011-05-09,2.05559781011875e-05
2011-05-10,6.46675880468741e-05
2011-05-11,0.000124851341241162
2011-05-12,2.38485104460999e-05
2011-05-13,6.56107621381026e-05
2011-05-16,3.87346736861802e-05
2011-05-17,1.35886988212483e-07
2011-05-18,7.68299929482911e-05
2011-05-19,4.73311609073693e-06
