"Date","Conditional_Volatility"
2008-02-21,0.00016387942577028
2008-02-22,0.000162466283565476
2008-02-25,0.000155554354376905
2008-02-26,0.000159405405196233
2008-02-27,0.000154887672510897
2008-02-28,0.000146561006876842
2008-02-29,0.000143339239899493
2008-03-03,0.000180378008243315
2008-03-04,0.000170943067337404
2008-03-05,0.000162062268251692
2008-03-06,0.000154471003175721
2008-03-07,0.000171147464634854
2008-03-10,0.000169092609304735
2008-03-11,0.00017905858267638
2008-03-12,0.00025605445453349
2008-03-13,0.000237455339740346
2008-03-14,0.000219770706715576
2008-03-17,0.000233738236724311
2008-03-18,0.000226217750268574
2008-03-19,0.000334661276064243
2008-03-20,0.000336593684578325
2008-03-24,0.00033914961019245
2008-03-25,0.000338248919808742
2008-03-26,0.000312096046945104
2008-03-27,0.000293147279719325
2008-03-28,0.000282191871504888
2008-03-31,0.000266507104875633
2008-04-01,0.000247303122585476
2008-04-02,0.000326233241521802
2008-04-03,0.000300526702360487
2008-04-04,0.000276673671130638
2008-04-07,0.000254936803577821
2008-04-08,0.000235165331357035
2008-04-09,0.000219720936479098
2008-04-10,0.000208476701635697
2008-04-11,0.000192156194214457
2008-04-14,0.000210276849647281
2008-04-15,0.00019705119532769
2008-04-16,0.000182265544832081
2008-04-17,0.000212548869349795
2008-04-18,0.00019669925207791
2008-04-21,0.000208663515660865
2008-04-22,0.000191752350741171
2008-04-23,0.000183142756272385
2008-04-24,0.000168654855398781
2008-04-25,0.000159235530078937
2008-04-28,0.000151618938813089
2008-04-29,0.000140004619533476
2008-04-30,0.000130910596547621
2008-05-01,0.000123058136645698
2008-05-02,0.000136329524077656
2008-05-05,0.000129182534513405
2008-05-06,0.000121012657029956
2008-05-07,0.0001122080877234
2008-05-08,0.000127873898747289
2008-05-09,0.000119847200253837
2008-05-12,0.000116450068649942
2008-05-13,0.000117055817184605
2008-05-14,0.000109967158662156
2008-05-15,0.000105322148163911
2008-05-16,0.000109954060645362
2008-05-19,0.000104602249131312
2008-05-20,9.96142272216721e-05
2008-05-21,9.99186583372455e-05
2008-05-22,0.000116572778453647
2008-05-23,0.000109550539049694
2008-05-27,0.000120364847937838
2008-05-28,0.000114213245269182
2008-05-29,0.000108170681870224
2008-05-30,0.000104298978029159
2008-06-02,9.91977300598058e-05
2008-06-03,0.000102286964934713
2008-06-04,0.00010070949798102
2008-06-05,0.000102807300164447
2008-06-06,0.000122329501566648
2008-06-09,0.000174374116344988
2008-06-10,0.000161581893888035
2008-06-11,0.000151382882580154
2008-06-12,0.000164176878496921
2008-06-13,0.000152568410379958
2008-06-16,0.000154027814009196
2008-06-17,0.000143773930125278
2008-06-18,0.000137466526700231
2008-06-19,0.000136191430499337
2008-06-20,0.000128626882235345
2008-06-23,0.00014634706562389
2008-06-24,0.000137494283815836
2008-06-25,0.000130830003470854
2008-06-26,0.000124763584682474
2008-06-27,0.00017952505482849
2008-06-30,0.000169779520218503
2008-07-01,0.000157708575524821
2008-07-02,0.000147113897730076
2008-07-03,0.000163917312045479
2008-07-07,0.000163918580118647
2008-07-08,0.000163921796801116
2008-07-09,0.000163932360009439
2008-07-10,0.000163946845731362
2008-07-11,0.00016394852870602
2008-07-14,0.000163952653374407
2008-07-15,0.000163957174442905
2008-07-16,0.000163962935979817
2008-07-17,0.000163983527493502
2008-07-18,0.000163994024169094
2008-07-21,0.000163995185076
2008-07-22,0.000163995994193394
2008-07-23,0.000164003739920343
2008-07-24,0.00016400620486649
2008-07-25,0.000164023551849637
2008-07-28,0.000164024253517071
2008-07-29,0.000164035504345531
2008-07-30,0.000164051300013102
2008-07-31,0.0001640670094561
2008-08-01,0.000165393238687262
2008-08-04,0.000165390353937624
2008-08-05,0.000165387472145555
2008-08-06,0.000165384594032767
2008-08-07,0.000165381717970383
2008-08-08,0.000165378844975843
2008-08-11,0.000165375975246102
2008-08-12,0.00016537310787496
2008-08-13,0.0001653702433134
2008-08-14,0.000165367381538819
2008-08-15,0.000165364522661252
2008-08-18,0.000165361666637724
2008-08-19,0.00016535881365221
2008-08-20,0.000165355963432934
2008-08-21,0.000165353115955104
2008-08-22,0.000165350271310534
2008-08-25,0.000165347429678964
2008-08-26,0.00016534459107247
2008-08-27,0.000165341754951545
2008-08-28,0.000165338921738432
2008-08-29,0.000164802817547043
2008-09-02,0.000164813154240357
2008-09-03,0.000164823479027103
2008-09-04,0.000164833793294249
2008-09-05,0.000164844113708046
2008-09-08,0.000164854407235476
2008-09-09,0.000164864696530878
2008-09-10,0.000164874987637192
2008-09-11,0.000164885250369583
2008-09-12,0.000164895505621015
2008-09-15,0.000164905748042989
2008-09-16,0.000164916018103856
2008-09-17,0.0001649262417403
2008-09-18,0.000164936495198514
2008-09-19,0.000164946717251916
2008-09-22,0.000164956939482581
2008-09-23,0.000164967136851254
2008-09-24,0.000164977312596451
2008-09-25,0.000164987473378452
2008-09-26,0.000164997629010217
2008-09-29,0.000394255418139026
2008-09-30,0.00101478996689032
2008-10-01,0.000983132362482643
2008-10-02,0.000844763655691049
2008-10-03,0.00086712366130492
2008-10-06,0.000783979442976787
2008-10-07,0.000855791768306336
2008-10-08,0.00115910113180575
2008-10-09,0.00106821844235886
2008-10-10,0.00163599861647159
2008-10-13,0.00150019435838541
2008-10-14,0.00201226515311027
2008-10-15,0.00171568973996911
2008-10-16,0.00210580783630433
2008-10-17,0.00185293481395595
2008-10-20,0.00157978685574486
2008-10-21,0.00152501888088309
2008-10-22,0.00134000223766807
2008-10-23,0.00147813735866557
2008-10-24,0.00126097485865801
2008-10-27,0.00214887692587032
2008-10-28,0.00208719739869092
2008-10-29,0.00286399061236099
2008-10-30,0.00252666256079265
2008-10-31,0.00235296415825762
2008-11-03,0.00214772154495994
2008-11-04,0.00189872342882351
2008-11-05,0.00191629986761963
2008-11-06,0.0019088040093666
2008-11-07,0.00205175321229581
2008-11-10,0.00184337332481512
2008-11-11,0.00164498870062917
2008-11-12,0.00152027424974004
2008-11-13,0.00174163209065722
2008-11-14,0.00189302971407058
2008-11-17,0.0018170535349656
2008-11-18,0.00170958922023806
2008-11-19,0.00150989388068653
2008-11-20,0.00181942902167794
2008-11-21,0.00240109688628141
2008-11-24,0.00236768393778299
2008-11-25,0.0026037818858662
2008-11-26,0.00232256820028642
2008-11-28,0.002275397118541
2008-12-01,0.00204661312882889
2008-12-02,0.00270388192945765
2008-12-03,0.00245361468171846
2008-12-04,0.00223426906341263
2008-12-05,0.00202040263447325
2008-12-08,0.00191527859546554
2008-12-09,0.00192404749446698
2008-12-10,0.00169820706112632
2008-12-11,0.00150919645651821
2008-12-12,0.00139724194137138
2008-12-15,0.0012237055441268
2008-12-16,0.00108908171130264
2008-12-17,0.00125832249654689
2008-12-18,0.00110020258576851
2008-12-19,0.00100189858588674
2008-12-22,0.000877444513142394
2008-12-23,0.00073340677421119
2008-12-24,0.000658265913841484
2008-12-26,0.00057335058392954
2008-12-29,0.000503180938087537
2008-12-30,0.000439720772440929
2008-12-31,0.000468574097522671
2009-01-02,0.000464670107970168
2009-01-05,0.000605254714031922
2009-01-06,0.000533336488820275
2009-01-07,0.000493381110186022
2009-01-08,0.000508879457977877
2009-01-09,0.000444305272328998
2009-01-12,0.000449676665014392
2009-01-13,0.000488070696320064
2009-01-14,0.00042902897630133
2009-01-15,0.00055888779858069
2009-01-16,0.000493425798083423
2009-01-20,0.000432294393971888
2009-01-21,0.000778500759925899
2009-01-22,0.000810820689823222
2009-01-23,0.000734771303993518
2009-01-26,0.000636032694338225
2009-01-27,0.000555603885197403
2009-01-28,0.000505946250623756
2009-01-29,0.000638145110825071
2009-01-30,0.00062925866387955
2009-02-02,0.000628078154770681
2009-02-03,0.000547191473589668
2009-02-04,0.000498170578480197
2009-02-05,0.000435034900034691
2009-02-06,0.000417024610832889
2009-02-09,0.000499146449529528
2009-02-10,0.000447784117821815
2009-02-11,0.000673755186064343
2009-02-12,0.000581215200994753
2009-02-13,0.00050234163677772
2009-02-17,0.000450009568804982
2009-02-18,0.000727064156422171
2009-02-19,0.000646737842154031
2009-02-20,0.000603908672641488
2009-02-23,0.000552671133597559
2009-02-24,0.000686458273037956
2009-02-25,0.00071675870995358
2009-02-26,0.000633166023319455
2009-02-27,0.000585122257502864
2009-03-02,0.000602566029632634
2009-03-03,0.000898309927202642
2009-03-04,0.000835371830108826
2009-03-05,0.00076407412064052
2009-03-06,0.000889013568210786
2009-03-09,0.000784080819188182
2009-03-10,0.000709430127637033
2009-03-11,0.00106211622433285
2009-03-12,0.000959580905708449
2009-03-13,0.00113634137007307
2009-03-16,0.00105412743053628
2009-03-17,0.000926937735213672
2009-03-18,0.000984860075260892
2009-03-19,0.000987009317205798
2009-03-20,0.000863933997786749
2009-03-23,0.000757331683734168
2009-03-24,0.00127246564460318
2009-03-25,0.00110844318578639
2009-03-26,0.000980261747851501
2009-03-27,0.000949953844315964
2009-03-30,0.000848532520961981
2009-03-31,0.000909889650699103
2009-04-01,0.000795493563649003
2009-04-02,0.000730233855058633
2009-04-03,0.000781037667700778
2009-04-06,0.000721452888001888
2009-04-07,0.000626934770149975
2009-04-08,0.000612844926172472
2009-04-09,0.000544070984693914
2009-04-13,0.000686781766589918
2009-04-14,0.000613958665418159
2009-04-15,0.000565485266283961
2009-04-16,0.00051182523822467
2009-04-17,0.000492765607299045
2009-04-20,0.000443670864087977
2009-04-21,0.000618249418029538
2009-04-22,0.000562353762060444
2009-04-23,0.000486737284948
2009-04-24,0.000436775531635178
2009-04-27,0.000441620808631987
2009-04-28,0.00038317643016831
2009-04-29,0.000332145728908638
2009-04-30,0.00036847372946903
2009-05-01,0.000324694490321407
2009-05-04,0.00029602320925599
2009-05-05,0.00047520978566257
2009-05-06,0.000417192210107023
2009-05-07,0.000437875269986532
2009-05-08,0.000383493394467008
2009-05-11,0.000430253225876964
2009-05-12,0.00040402438800367
2009-05-13,0.000350014600218795
2009-05-14,0.000413504065012948
2009-05-15,0.000362123828361339
2009-05-18,0.00033013008361158
2009-05-19,0.000422448171035172
2009-05-20,0.00037625641732538
2009-05-21,0.000331218384197487
2009-05-22,0.000325996347421361
2009-05-26,0.000290074196697676
2009-05-27,0.000354622324647473
2009-05-28,0.000332126761573922
2009-05-29,0.000325550666190396
2009-06-01,0.000335688314232434
2009-06-02,0.000442320203558237
2009-06-03,0.000407690834372149
2009-06-04,0.000367384859016681
2009-06-05,0.000342915878665251
2009-06-08,0.000302966543015144
2009-06-09,0.000268777216397511
2009-06-10,0.00024360508589516
2009-06-11,0.000217972099332171
2009-06-12,0.000204470114715705
2009-06-15,0.000187756208938834
2009-06-16,0.000234353582326544
2009-06-17,0.000250273469970728
2009-06-18,0.000228389616226172
2009-06-19,0.000213513138908206
2009-06-22,0.000197131845010256
2009-06-23,0.000295462035287747
2009-06-24,0.000264670119046223
2009-06-25,0.000241458023040962
2009-06-26,0.000289736575843072
2009-06-29,0.000261260904619736
2009-06-30,0.000253045193651996
2009-07-01,0.000230623119080057
2009-07-02,0.000210990200812106
2009-07-06,0.000298968586533562
2009-07-07,0.000267352858412568
2009-07-08,0.000298646485285638
2009-07-09,0.00027060357919967
2009-07-10,0.000242939769966474
2009-07-13,0.000219986078435091
2009-07-14,0.000283590061893522
2009-07-15,0.000271004895496586
2009-07-16,0.00039487607017641
2009-07-17,0.000385800874375522
2009-07-20,0.000348298429273906
2009-07-21,0.000337110445903938
2009-07-22,0.000310148128130964
2009-07-23,0.00028124273906663
2009-07-24,0.00033035625601022
2009-07-27,0.000306740440035976
2009-07-28,0.000282439218433777
2009-07-29,0.00025716326247697
2009-07-30,0.000237590352538111
2009-07-31,0.00023513907193923
2009-08-03,0.000217799568108513
2009-08-04,0.000236743386035676
2009-08-05,0.000223801017415191
2009-08-06,0.000206960329575202
2009-08-07,0.000195765085876009
2009-08-10,0.000203474980616422
2009-08-11,0.000189607149148975
2009-08-12,0.00019659945439825
2009-08-13,0.000139854878300476
2009-08-14,0.000134925389295173
2009-08-17,0.00013103859963545
2009-08-18,0.000199565599068552
2009-08-19,0.000184314142478132
2009-08-20,0.000172905756664235
2009-08-21,0.000172718671585248
2009-08-24,0.000202689580603214
2009-08-25,0.000184486787926148
2009-08-26,0.000168543612309013
2009-08-27,0.000153751388999951
2009-08-28,0.000141296341613596
2009-08-31,0.000130231000880837
2009-09-01,0.000129135075681221
2009-09-02,0.000187125576618411
2009-09-03,0.000177262101947767
2009-09-04,0.000166056455557489
2009-09-08,0.000172052231912599
2009-09-09,0.00016947538197277
2009-09-10,0.000164075119635715
2009-09-11,0.000118134459409096
2009-09-14,0.000110890772294552
2009-09-15,0.000105950631682757
2009-09-16,9.99051585889917e-05
2009-09-17,0.000106894618018783
2009-09-18,0.000100780681398398
2009-09-21,9.48488844448964e-05
2009-09-22,9.02919318843581e-05
2009-09-23,8.64814705264921e-05
2009-09-24,8.86692703828732e-05
2009-09-25,9.17922060650748e-05
2009-09-28,9.09935266495874e-05
2009-09-29,9.97910388802436e-05
2009-09-30,9.40699163526991e-05
2009-10-01,8.95960083152791e-05
2009-10-02,0.000131483133030575
2009-10-05,0.000127736940277084
2009-10-06,0.000128449634361094
2009-10-07,0.000130990889613955
2009-10-08,0.000123358472070408
2009-10-09,0.000115406950724589
2009-10-12,0.000110276153177681
2009-10-13,0.000105047133390609
2009-10-14,0.000100258252769099
2009-10-15,0.0001099553903548
2009-10-16,0.000104964268978708
2009-10-19,0.000103309126792758
2009-10-20,0.000102002913066808
2009-10-21,9.91884095684852e-05
2009-10-22,9.9512693044741e-05
2009-10-23,9.89218083276912e-05
2009-10-26,0.000103754697158341
2009-10-27,0.000108810494636942
2009-10-28,0.000105001454337968
2009-10-29,0.000127986890705185
2009-10-30,0.000139890300305263
2009-11-02,0.000185766904626671
2009-11-03,0.000175003658704272
2009-11-04,0.000164750660952879
2009-11-05,0.000155420855082773
2009-11-06,0.000182044310507009
2009-11-09,0.000170089740160272
2009-11-10,0.000187720514791316
2009-11-11,0.000175310672629093
2009-11-12,0.000164998555747815
2009-11-13,0.00016296805073041
2009-11-16,0.000153914892797696
2009-11-17,0.000156328363476104
2009-11-18,0.000146449486621458
2009-11-19,0.000137479898220934
2009-11-20,0.000143273889339583
2009-11-23,0.000135884874293426
2009-11-24,0.000137699019292766
2009-11-25,0.000129525305734304
2009-11-27,0.000122637920335235
2009-11-30,0.000138830532875416
2009-12-01,0.000130707971329533
2009-12-02,0.000130474833646514
2009-12-03,0.000122772046138388
2009-12-04,0.000122051156590211
2009-12-07,0.00010923093061403
2009-12-08,0.000104541874162578
2009-12-09,0.000107031422028944
2009-12-10,0.000102195200277339
2009-12-11,9.87725723609716e-05
2009-12-14,9.45777278984211e-05
2009-12-15,9.19528165481424e-05
2009-12-16,8.97871285021209e-05
2009-12-17,8.58380852816214e-05
2009-12-18,8.98435916157196e-05
2009-12-21,8.6303927347359e-05
2009-12-22,8.76945941711954e-05
2009-12-23,8.41317675012374e-05
2009-12-24,8.05161636487996e-05
2009-12-28,7.7832592853477e-05
2009-12-29,7.45169280607459e-05
2009-12-30,7.17777235136437e-05
2009-12-31,6.88744048716739e-05
2010-01-04,7.23087553070219e-05
2010-01-05,7.82236762955016e-05
2010-01-06,6.42314285925764e-05
2010-01-07,6.08978399173886e-05
2010-01-08,5.81795493946351e-05
2010-01-11,5.52948487151585e-05
2010-01-12,5.2427580100709e-05
2010-01-13,5.56440960222743e-05
2010-01-14,5.4715747879346e-05
2010-01-15,5.21640375418173e-05
2010-01-19,5.77032170809209e-05
2010-01-20,6.03060641072675e-05
2010-01-21,6.27562383638279e-05
2010-01-22,8.53309151216179e-05
2010-01-25,0.000112702422224371
2010-01-26,0.000106515675568855
2010-01-27,0.000101502159927595
2010-01-28,9.62087620681042e-05
2010-01-29,9.876148460776e-05
2010-02-01,0.000101769273055987
2010-02-02,0.000104664666317235
2010-02-03,0.000107857146217896
2010-02-04,0.000117433679624018
2010-02-05,0.000178798666865702
2010-02-08,0.000166923946250504
2010-02-09,0.000162286892409983
2010-02-10,0.000161307474498118
2010-02-11,0.000151396203462545
2010-02-12,0.000146862602273359
2010-02-16,0.000138433527265737
2010-02-17,0.000149403372453454
2010-02-18,0.000140042370913172
2010-02-19,0.000133576719103462
2010-02-22,0.000125075646174556
2010-02-23,0.000117354943681352
2010-02-24,0.000122566601416403
2010-02-25,0.000120837460528528
2010-02-26,0.000114335485627204
2010-03-01,0.000107478333252653
2010-03-02,0.000105567414758771
2010-03-03,9.95929767780714e-05
2010-03-04,9.39115494068888e-05
2010-03-05,8.16235625474603e-05
2010-03-08,8.90402831011607e-05
2010-03-09,8.37342158472673e-05
2010-03-10,7.89196142249525e-05
2010-03-11,7.55901729048874e-05
2010-03-12,7.21012833397145e-05
2010-03-15,6.84900441399484e-05
2010-03-16,6.52022960484854e-05
2010-03-17,6.53278678933538e-05
2010-03-18,6.41030669624771e-05
2010-03-19,6.13066533692229e-05
2010-03-22,6.16743505414277e-05
2010-03-23,5.98080507872507e-05
2010-03-24,6.03225173307163e-05
2010-03-25,6.08804182049907e-05
2010-03-26,5.91573549926587e-05
2010-03-29,5.66835730298203e-05
2010-03-30,5.5768802391188e-05
2010-03-31,5.36464473162922e-05
2010-04-01,5.3420540097139e-05
2010-04-05,3.21713847406069e-05
2010-04-06,3.42487095992267e-05
2010-04-07,3.16216453013193e-05
2010-04-08,3.44526940077554e-05
2010-04-09,3.21789327450767e-05
2010-04-12,3.27835045391527e-05
2010-04-13,3.03370050208015e-05
2010-04-14,2.81419661840652e-05
2010-04-15,3.67087023639142e-05
2010-04-16,3.37663871718584e-05
2010-04-19,6.18740864379256e-05
2010-04-20,5.70129485810271e-05
2010-04-21,5.64570275100902e-05
2010-04-22,5.17160808532291e-05
2010-04-23,4.7173433032091e-05
2010-04-26,4.6778780833348e-05
2010-04-27,4.557535307143e-05
2010-04-28,0.000106866287891014
2010-04-29,9.78138070688765e-05
2010-04-30,0.000100504290407677
2010-05-03,0.000127457744364094
2010-05-04,0.000126270194381344
2010-05-05,0.000161541175393908
2010-05-06,0.000155316691582473
2010-05-07,0.000227363769545189
2010-05-10,0.000234810830348599
2010-05-11,0.000355291470565362
2010-05-12,0.000319128637511252
2010-05-13,0.000295962480290044
2010-05-14,0.000276973131916965
2010-05-17,0.000287665773874393
2010-05-18,0.000258675693432151
2010-05-19,0.000252339216153272
2010-05-20,0.000231500405303665
2010-05-21,0.000340138839751783
2010-05-24,0.000315043534136796
2010-05-25,0.000293909486073833
2010-05-26,0.000265058905254007
2010-05-27,0.00024092137000474
2010-05-28,0.000286418308618009
2010-06-01,0.000362101841870773
2010-06-02,0.000379131439243473
2010-06-03,0.000374326384307438
2010-06-04,0.000324490266647252
2010-06-07,0.00048372475338864
2010-06-08,0.000468481647554541
2010-06-09,0.000406614255334514
2010-06-10,0.000371930718204024
2010-06-11,0.00038268023679913
2010-06-14,0.000331745880345844
2010-06-15,0.000295276676944754
2010-06-16,0.000293222576456919
2010-06-17,0.000259119968009681
2010-06-18,0.000227757003541109
2010-06-21,0.000200891441707295
2010-06-22,0.000186427713818679
2010-06-23,0.00022209609758034
2010-06-24,0.000204327714413035
2010-06-25,0.000245685429988451
2010-06-28,0.000216220185981379
2010-06-29,0.000135618661131775
2010-06-30,0.000256149406481527
2010-07-01,0.000237824227363646
2010-07-02,0.000206855740525241
2010-07-06,0.000183078679541481
2010-07-07,0.000160838151907658
2010-07-08,0.000252790817965355
2010-07-09,0.000226999561005981
2010-07-12,0.000199810088498453
2010-07-13,0.000172665311682121
2010-07-14,0.000174634968115746
2010-07-15,0.000151656251931095
2010-07-16,0.000132306472234649
2010-07-19,0.000231709995601797
2010-07-20,0.000201446182353276
2010-07-21,0.000188841509054922
2010-07-22,0.000188853499009794
2010-07-23,0.000218659302096474
2010-07-26,0.000195968298815428
2010-07-27,0.000181563304554751
2010-07-28,0.000162930007037899
2010-07-29,0.000152622413677339
2010-07-30,0.000139051659880955
2010-08-02,0.000123196234066397
2010-08-03,0.000157972290083394
2010-08-04,0.000143703238951409
2010-08-05,0.000129148589661546
2010-08-06,0.000115077767993379
2010-08-09,0.000105519600421653
2010-08-10,9.58749145879635e-05
2010-08-11,9.26701094404548e-05
2010-08-12,0.000198597196242236
2010-08-13,0.000181721589429554
2010-08-16,0.000165050136957122
2010-08-17,0.000145881365980761
2010-08-18,0.000139268107490849
2010-08-19,0.000122962750213592
2010-08-20,0.000156934573271664
2010-08-23,0.00014354063877608
2010-08-24,0.000132924177887302
2010-08-25,0.00014168426583015
2010-08-26,0.000127055279300166
2010-08-27,0.000125035465355004
2010-08-30,0.000133989723300225
2010-08-31,0.000150785688895978
2010-09-01,0.000135273513489295
2010-09-02,0.000199984065771535
2010-09-03,0.000184088613520873
2010-09-07,0.000179637019393274
2010-09-08,0.000176381746256924
2010-09-09,0.000160248587741881
2010-09-10,0.000144785582086272
2010-09-13,0.00013147590308666
2010-09-14,0.000129929199583333
2010-09-15,0.00011686681806199
2010-09-16,0.000106448486811386
2010-09-17,9.63776054805617e-05
2010-09-20,8.75870904675377e-05
2010-09-21,0.000103504237636347
2010-09-22,9.44784530514521e-05
2010-09-23,8.28560863307493e-05
2010-09-24,8.47805352306822e-05
2010-09-27,0.000121722716638818
2010-09-28,0.000113074460993819
2010-09-29,0.000103238849378138
2010-09-30,9.38717516216846e-05
2010-10-01,8.62363008917207e-05
2010-10-04,7.95396784450785e-05
2010-10-05,8.09056415223538e-05
2010-10-06,0.000117788804277795
2010-10-07,0.000105449724030441
2010-10-08,9.51133417162333e-05
2010-10-11,8.94034552690013e-05
2010-10-12,8.07738152080686e-05
2010-10-13,7.47291209047927e-05
2010-10-14,7.35222548281676e-05
2010-10-15,6.85342736901234e-05
2010-10-18,6.31134661935132e-05
2010-10-19,6.37864915113165e-05
2010-10-20,8.74939228258146e-05
2010-10-21,8.51863326307387e-05
2010-10-22,7.75085319502239e-05
2010-10-25,7.10148804486308e-05
2010-10-26,6.53199439377461e-05
2010-10-27,6.0245176334198e-05
2010-10-28,5.73040612190952e-05
2010-10-29,5.32546149245702e-05
2010-11-01,5.00173379870529e-05
2010-11-02,4.69529614651158e-05
2010-11-03,4.92102895694552e-05
2010-11-04,4.74723496342755e-05
2010-11-05,8.32539559003656e-05
2010-11-08,7.8404563379942e-05
2010-11-09,7.19403403972283e-05
2010-11-10,7.4750014278343e-05
2010-11-11,6.90468544393436e-05
2010-11-12,6.64533675402437e-05
2010-11-15,8.10378341465355e-05
2010-11-16,7.52928460730066e-05
2010-11-17,0.000105327021276154
2010-11-18,9.23146939057018e-05
2010-11-19,0.000102667837704156
2010-11-22,9.35009099416616e-05
2010-11-23,8.55824354116261e-05
2010-11-24,0.000102388224036159
2010-11-26,0.000110138737547241
2010-11-29,0.000106366662987201
2010-11-30,9.70363300213187e-05
2010-12-01,9.37856989711413e-05
2010-12-02,0.00012600745951665
2010-12-03,0.000130269968532176
2010-12-06,0.000118056801352407
2010-12-07,0.000106694622642125
2010-12-08,9.65945173194137e-05
2010-12-09,8.86848331632753e-05
2010-12-10,8.19455612699735e-05
2010-12-13,7.80428710497535e-05
2010-12-14,7.16320147510611e-05
2010-12-15,6.60359182979408e-05
2010-12-16,6.47872779252657e-05
2010-12-17,6.07297068440239e-05
2010-12-20,5.62944200458757e-05
2010-12-21,5.2653918228743e-05
2010-12-22,5.19283840712695e-05
2010-12-23,4.93675136719661e-05
2010-12-27,4.71456101886891e-05
2010-12-28,4.45711223579272e-05
2010-12-29,4.23330106077557e-05
2010-12-30,4.03807121969748e-05
2010-12-31,3.95254825441021e-05
2011-01-03,3.82293051321929e-05
2011-01-04,4.73778621350452e-05
2011-01-05,4.51956648327057e-05
2011-01-06,4.45342831024592e-05
2011-01-07,4.32766598780522e-05
2011-01-10,4.22247730595394e-05
2011-01-11,4.11367002912171e-05
2011-01-12,3.98731176349504e-05
2011-01-13,4.4771445539934e-05
2011-01-14,4.31506949590574e-05
2011-01-18,3.35994067138375e-05
2011-01-19,3.13243572102396e-05
2011-01-20,4.68648794382082e-05
2011-01-21,4.30612400865511e-05
2011-01-24,3.9473829308636e-05
2011-01-25,3.97519759024998e-05
2011-01-26,3.72307748148143e-05
2011-01-27,3.62830720510644e-05
2011-01-28,3.36285786879043e-05
2011-01-31,6.9715462043971e-05
2011-02-01,6.63284595000269e-05
2011-02-02,8.7391372173399e-05
2011-02-03,8.08209627976007e-05
2011-02-04,7.26405915992453e-05
2011-02-07,6.51197795511502e-05
2011-02-08,6.25283162301623e-05
2011-02-09,5.66235748625976e-05
2011-02-10,5.23561814561944e-05
2011-02-11,4.78259253150306e-05
2011-02-14,4.65511100734679e-05
2011-02-15,4.39231236247666e-05
2011-02-16,4.29718367033433e-05
2011-02-17,4.2223734535965e-05
2011-02-18,3.97699883354897e-05
2011-02-22,3.73288382690619e-05
2011-02-23,8.65485932161211e-05
2011-02-24,8.77158795261257e-05
2011-02-25,8.12663177761592e-05
2011-02-28,7.91538318397734e-05
2011-03-01,7.30680448594127e-05
2011-03-02,9.7899743744669e-05
2011-03-03,8.8164814330658e-05
2011-03-04,0.000101839789459664
2011-03-07,9.8558147910778e-05
2011-03-08,9.96566718467254e-05
2011-03-09,9.35825376840286e-05
2011-03-10,8.51463475924505e-05
2011-03-11,0.000123423002043034
2011-03-14,0.000111411254818999
2011-03-15,0.000107575178787798
2011-03-16,0.00011509394365548
2011-03-17,0.000153611235037594
2011-03-18,0.000146323894836433
2011-03-21,0.000132834798568344
2011-03-22,0.000136944383279096
2011-03-23,0.000125515264302631
2011-03-24,0.000114498652542186
2011-03-25,0.00011130849528478
2011-03-28,0.000102475162317088
2011-03-29,9.44925984504497e-05
2011-03-30,9.04933848994848e-05
2011-03-31,8.70824138942553e-05
2011-04-01,8.04215179302427e-05
2011-04-04,7.61614618245866e-05
2011-04-05,7.04971945599021e-05
2011-04-06,6.553554528705e-05
2011-04-07,6.13039612731873e-05
2011-04-08,5.78344057788176e-05
2011-04-11,5.66784634662609e-05
2011-04-12,5.49964573061479e-05
2011-04-13,5.76276511290499e-05
2011-04-14,5.4727683417082e-05
2011-04-15,5.20840411588931e-05
2011-04-18,4.98455436454053e-05
2011-04-19,5.75641338388815e-05
2011-04-20,5.54115834126319e-05
2011-04-21,6.16662978228823e-05
2011-04-25,5.95799180737991e-05
2011-04-26,5.66661300377253e-05
2011-04-27,5.80830576411889e-05
2011-04-28,5.72959755134858e-05
2011-04-29,5.50708999795565e-05
2011-05-02,5.25805402448181e-05
2011-05-03,5.01636098504394e-05
2011-05-04,4.86252188539297e-05
2011-05-05,5.00045098739527e-05
2011-05-06,5.44228349326566e-05
2011-05-09,5.19400291727199e-05
2011-05-10,5.00022243510264e-05
2011-05-11,5.06963182719671e-05
2011-05-12,5.443332975097e-05
2011-05-13,5.24921505215455e-05
2011-05-16,5.49369018926718e-05
2011-05-17,5.5849882248049e-05
2011-05-18,5.35103571099746e-05
2011-05-19,5.34805975837429e-05
2011-05-20,5.10085176228703e-05
2011-05-23,5.33885215191663e-05
2011-05-24,6.1619959907924e-05
2011-05-25,5.91367816175862e-05
2011-05-26,5.62290626621368e-05
2011-05-27,5.36693902681514e-05
2011-05-31,5.13841207186673e-05
2011-06-01,5.32458011954434e-05
2011-06-02,8.34214211998019e-05
2011-06-03,7.93998786038091e-05
2011-06-06,8.33252923319018e-05
2011-06-07,8.91455469027963e-05
2011-06-08,8.50146966177945e-05
2011-06-09,8.33365285462433e-05
2011-06-10,7.4653209500863e-05
2011-06-13,8.25870370252507e-05
2011-06-14,7.93698402038599e-05
2011-06-15,7.95122544413627e-05
2011-06-16,9.18949504515492e-05
2011-06-17,8.78901841346184e-05
2011-06-20,8.40653356722603e-05
2011-06-21,8.07317564375986e-05
2011-06-22,8.18163102744044e-05
